NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE
155;*(TFM) Federal Sys Integ & Mgmt Ctr (ABOLISHED);CO;050000119MP;35;4;05/11/2004 00.00;05/11/2004 00.00;02/11/2004 00.00;16/11/2004 00.00;23/11/2004 00.00
156;*(TH) Ofc of the FTS Chief Info Ofcr (ABOLISHED);CO;050007520DE;51;1;02/12/2004 00.00;20/12/2004 00.00;21/12/2004 00.00;28/12/2004 00.00;06/01/2005 00.00
157;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570185;100;2;12/11/2004 00.00;15/11/2004 00.00;15/11/2004 00.00;29/11/2004 00.00;07/12/2004 00.00
158;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570185;100;2;12/11/2004 00.00;15/11/2004 00.00;15/11/2004 00.00;29/11/2004 00.00;07/12/2004 00.00
159;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570185;100;2;12/11/2004 00.00;15/11/2004 00.00;15/11/2004 00.00;29/11/2004 00.00;11/01/2005 00.00
160;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570185;100;2;12/11/2004 00.00;15/11/2004 00.00;15/11/2004 00.00;29/11/2004 00.00;07/12/2004 00.00
161;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570185;100;2;12/11/2004 00.00;15/11/2004 00.00;15/11/2004 00.00;29/11/2004 00.00;07/12/2004 00.00
162;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570185;100;2;12/11/2004 00.00;15/11/2004 00.00;15/11/2004 00.00;29/11/2004 00.00;11/01/2005 00.00
163;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;02/12/2004 00.00
164;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;02/12/2004 00.00
165;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;02/12/2004 00.00
166;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;02/12/2004 00.00
167;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;02/12/2004 00.00
168;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;02/12/2004 00.00
169;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;02/12/2004 00.00
170;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;02/12/2004 00.00
171;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
172;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
173;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
174;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
175;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
176;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
177;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
178;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
179;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
180;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
181;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
182;*(FXA) Acquisition Management Ctr (ABOLISHED);CO;050000616MP;90;4;13/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;15/11/2004 00.00;16/12/2004 00.00
183;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570235;51;3;15/11/2004 00.00;15/11/2004 00.00;17/11/2004 00.00;02/12/2004 00.00;08/12/2004 00.00
184;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
185;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
186;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
187;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
188;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
189;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
190;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
191;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
192;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
193;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
194;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
195;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
196;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
197;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
198;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
199;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
200;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
201;(4PM) Property Management Division;4;540024;105;2;30/09/2004 00.00;01/10/2004 00.00;08/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00
202;(WPQ)  Leasing Policy and Performance Division;N;5990061;12;1;12/10/2004 00.00;20/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00;12/11/2004 00.00
203;(WPQ)  Leasing Policy and Performance Division;N;5990061;12;1;12/10/2004 00.00;20/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00;12/11/2004 00.00
204;(WPQ)  Leasing Policy and Performance Division;N;5990061;12;1;12/10/2004 00.00;20/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00;12/11/2004 00.00
205;(WPQ)  Leasing Policy and Performance Division;N;5990061;12;1;12/10/2004 00.00;20/10/2004 00.00;22/10/2004 00.00;04/11/2004 00.00;12/11/2004 00.00
206;(8P) Office of the Assist. Regional Administrator- PBS;8;580091;33;1;22/11/2004 00.00;23/11/2004 00.00;23/11/2004 00.00;07/12/2004 00.00;17/12/2004 00.00
207;(8P) Office of the Assist. Regional Administrator- PBS;8;580091;33;1;22/11/2004 00.00;23/11/2004 00.00;23/11/2004 00.00;07/12/2004 00.00;17/12/2004 00.00
208;(1PC) Property Development Division;1;DEU1-0510082;51;1;22/10/2004 00.00;22/10/2004 00.00;25/10/2004 00.00;05/11/2004 00.00;19/11/2004 00.00
209;*(TSC) Service Acquisition Center 2 (ABOLISHED);CO;050002622MP;29;4;29/10/2004 00.00;12/11/2004 00.00;16/11/2004 00.00;30/11/2004 00.00;03/12/2004 00.00
210;*(TSC) Service Acquisition Center 2 (ABOLISHED);CO;050002622MP;29;4;29/10/2004 00.00;12/11/2004 00.00;16/11/2004 00.00;30/11/2004 00.00;06/01/2005 00.00
211;*(TSC) Service Acquisition Center 2 (ABOLISHED);CO;050002622MP;29;4;29/10/2004 00.00;12/11/2004 00.00;16/11/2004 00.00;30/11/2004 00.00;18/01/2005 00.00
212;*(FPB) Budget & Financial Mgmt Div (ABOLISHED);CO;050010512MP;5;1;10/12/2004 00.00;10/12/2004 00.00;10/01/2005 00.00;24/01/2005 00.00;02/02/2005 00.00
213;*(6BCD) Financial Infor Control Div (ABOLISHED);6;560244;42;1;29/12/2004 00.00;29/12/2004 00.00;30/12/2004 00.00;13/01/2005 00.00;20/01/2005 00.00
214;*(10FT) Management Services Ctr (ABOLISHED);10;590253;24;1;23/11/2004 00.00;23/11/2004 00.00;06/12/2004 00.00;17/12/2004 00.00;06/01/2005 00.00
215;*(1T) Ofc of the Asst. Reg Admin - FTS (ABOLISHED);1;510242;55;1;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;29/12/2004 00.00;10/01/2005 00.00
216;*(1T) Ofc of the Asst. Reg Admin - FTS (ABOLISHED);1;510242;55;1;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;29/12/2004 00.00;10/01/2005 00.00
217;(9PT) Portfolio Management Division;9;590077;5;2;12/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;12/11/2004 00.00;15/11/2004 00.00
218;(9PT) Portfolio Management Division;9;590077;5;2;12/10/2004 00.00;13/10/2004 00.00;25/10/2004 00.00;12/11/2004 00.00;15/11/2004 00.00
219;(2PMC-U) Upstate NY Service Ctr;2;520014;63;1;18/10/2004 00.00;18/10/2004 00.00;21/10/2004 00.00;04/11/2004 00.00;24/11/2004 00.00
220;(PG) PBS/Office of Organizational Resources;CO;050002315DE;10;1;24/11/2004 00.00;24/11/2004 00.00;26/11/2004 00.00;27/12/2004 00.00;18/01/2005 00.00
221;(2PMC-U) Upstate NY Service Ctr;2;520014;63;1;18/10/2004 00.00;18/10/2004 00.00;21/10/2004 00.00;04/11/2004 00.00;24/11/2004 00.00
222;(7P) Office of the Assist. Regional Administrator- PBS;7;570461;1;1;20/01/2005 00.00;21/01/2005 00.00;21/01/2005 00.00;04/02/2005 00.00;08/02/2005 00.00
223;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570445;1;1;18/01/2005 00.00;19/01/2005 00.00;19/01/2005 00.00;02/02/2005 00.00;07/02/2005 00.00
224;(7CP) Human Resources & Program Support Div;7;570494;1;1;28/01/2005 00.00;31/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;14/02/2005 00.00
225;(7CP) Human Resources & Program Support Div;7;570494;1;1;28/01/2005 00.00;31/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;14/02/2005 00.00
226;(WPO) Heating- Operation & Transmission Div;N;5990471;2;1;04/01/2005 00.00;06/01/2005 00.00;18/01/2005 00.00;01/02/2005 00.00;04/02/2005 00.00
227;(9PC) Property Development Division;9;590594;1;1;21/01/2005 00.00;21/01/2005 00.00;24/01/2005 00.00;04/02/2005 00.00;15/02/2005 00.00
228;(OLD-6PC) Property Development Division;6;560191;9;1;29/11/2004 00.00;29/11/2004 00.00;06/12/2004 00.00;17/12/2004 00.00;03/01/2005 00.00
229;(OLD-6PC) Property Development Division;6;560191;9;1;29/11/2004 00.00;29/11/2004 00.00;06/12/2004 00.00;17/12/2004 00.00;04/01/2005 00.00
230;(2AR) Program Support & Human Resources Div;2;520211;58;1;30/11/2004 00.00;30/11/2004 00.00;08/12/2004 00.00;23/12/2004 00.00;07/01/2005 00.00
231;*(2FX-1) Contract Management Div (ABOLISHED);2;520301;4;1;14/12/2004 00.00;16/12/2004 00.00;03/01/2005 00.00;14/01/2005 00.00;24/01/2005 00.00
232;*(3FM) Business Development Div (ABOLISHED);3;530151;1;1;05/01/2005 00.00;24/01/2005 00.00;31/01/2005 00.00;04/02/2005 00.00;11/02/2005 00.00
233;(7CP) Human Resources & Program Support Div;7;570494;1;1;28/01/2005 00.00;31/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;14/02/2005 00.00
234;(OLD-6PE) East Service Center;6;DE-04-05;7;1;18/10/2004 00.00;18/11/2004 00.00;19/11/2004 00.00;13/12/2004 00.00;27/12/2004 00.00
235;(WPD) Metropolitan Services Division;N;0599DE33;81;1;20/12/2004 00.00;23/12/2004 00.00;27/12/2004 00.00;03/01/2005 00.00;12/01/2005 00.00
236;(WPD) Metropolitan Services Division;N;0599DE33;81;1;20/12/2004 00.00;23/12/2004 00.00;27/12/2004 00.00;03/01/2005 00.00;19/01/2005 00.00
237;*(CP) Office of Human Resources (ABOLISHED);CO;050008203MP;70;0;14/12/2004 00.00;14/12/2004 00.00;22/12/2004 00.00;14/01/2005 00.00;24/01/2005 00.00
238;*(CP) Office of Human Resources (ABOLISHED);CO;050008203MP;70;0;14/12/2004 00.00;14/12/2004 00.00;22/12/2004 00.00;14/01/2005 00.00;24/01/2005 00.00
239;(WPT) Portfolio Management Division;N;0599DE42;48;1;19/01/2005 00.00;28/01/2005 00.00;31/01/2005 00.00;04/02/2005 00.00;11/02/2005 00.00
240;(WPT) Portfolio Management Division;N;0599DE42;48;1;19/01/2005 00.00;28/01/2005 00.00;31/01/2005 00.00;04/02/2005 00.00;11/02/2005 00.00
241;(WPT) Portfolio Management Division;N;0599DE42;48;1;19/01/2005 00.00;28/01/2005 00.00;31/01/2005 00.00;04/02/2005 00.00;11/02/2005 00.00
242;(WPT) Portfolio Management Division;N;0599DE42;48;1;19/01/2005 00.00;28/01/2005 00.00;31/01/2005 00.00;04/02/2005 00.00;11/02/2005 00.00
243;(5P) Office of the Assist. Regional Administrator- PBS;5;0550191MP;14;1;19/01/2005 00.00;19/01/2005 00.00;21/01/2005 00.00;04/02/2005 00.00;08/02/2005 00.00
244;*(FCIS) Micro. Eqp/Sftwr/Elctrnc Comm Div(ABOLISH);CO;050014116MP;20;1;30/12/2004 00.00;30/12/2004 00.00;07/01/2005 00.00;28/01/2005 00.00;09/02/2005 00.00
245;*(FCIS) Micro. Eqp/Sftwr/Elctrnc Comm Div(ABOLISH);CO;050014116MP;20;1;30/12/2004 00.00;30/12/2004 00.00;07/01/2005 00.00;28/01/2005 00.00;09/02/2005 00.00
246;(6CPC-CO) Hr Consolidated Processing Center;6;560089;34;1;15/11/2004 00.00;15/11/2004 00.00;16/11/2004 00.00;30/11/2004 00.00;06/12/2004 00.00
247;(1PM) Program Operations Division- Boston;1;510112;40;1;25/10/2004 00.00;25/10/2004 00.00;29/10/2004 00.00;12/11/2004 00.00;19/11/2004 00.00
248;*(TFL) GSA It Acquisition Svcs Ctr (ABOLISHED);CO;050010419MP;50;3;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;12/01/2005 00.00;28/01/2005 00.00
249;*(TFL) GSA It Acquisition Svcs Ctr (ABOLISHED);CO;050010419MP;50;3;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;12/01/2005 00.00;28/01/2005 00.00
250;*(TFL) GSA It Acquisition Svcs Ctr (ABOLISHED);CO;050010419MP;50;3;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;12/01/2005 00.00;28/01/2005 00.00
251;*(TFL) GSA It Acquisition Svcs Ctr (ABOLISHED);CO;050010419MP;50;3;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;12/01/2005 00.00;28/01/2005 00.00
252;(5PM3) Michigan Property Management Center;5;0550052MP;8;1;22/10/2004 00.00;22/10/2004 00.00;27/10/2004 00.00;09/11/2004 00.00;15/11/2004 00.00
253;(5PM3) Michigan Property Management Center;5;0550052MP;8;1;22/10/2004 00.00;22/10/2004 00.00;27/10/2004 00.00;09/11/2004 00.00;15/11/2004 00.00
254;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;570385;26;1;28/12/2004 00.00;29/12/2004 00.00;29/12/2004 00.00;12/01/2005 00.00;19/01/2005 00.00
255;(7P) Office of the Assist. Regional Administrator- PBS;7;570121;33;1;02/11/2004 00.00;02/11/2004 00.00;05/11/2004 00.00;03/12/2004 00.00;15/12/2004 00.00
256;(5PM2) Ohio Property Management Center;5;0550092MP;7;2;30/11/2004 00.00;30/11/2004 00.00;03/12/2004 00.00;16/12/2004 00.00;21/12/2004 00.00
257;(5PM2) Ohio Property Management Center;5;0550092MP;7;2;30/11/2004 00.00;30/11/2004 00.00;03/12/2004 00.00;16/12/2004 00.00;21/12/2004 00.00
258;(5PM2) Ohio Property Management Center;5;0550092MP;7;2;30/11/2004 00.00;30/11/2004 00.00;03/12/2004 00.00;16/12/2004 00.00;21/12/2004 00.00
259;(5PM2) Ohio Property Management Center;5;0550092MP;7;2;30/11/2004 00.00;30/11/2004 00.00;03/12/2004 00.00;16/12/2004 00.00;03/01/2005 00.00
260;(5PM2) Ohio Property Management Center;5;0550092MP;7;2;30/11/2004 00.00;30/11/2004 00.00;03/12/2004 00.00;16/12/2004 00.00;03/01/2005 00.00
261;(5PM2) Ohio Property Management Center;5;0550092MP;7;2;30/11/2004 00.00;30/11/2004 00.00;03/12/2004 00.00;16/12/2004 00.00;03/01/2005 00.00
262;(7P) Office of the Assist. Regional Administrator- PBS;7;570221;36;1;02/12/2004 00.00;03/12/2004 00.00;03/12/2004 00.00;03/01/2005 00.00;10/01/2005 00.00
263;*(8T) Office of the Assist. RA- FTS (ABOLISHED);8;580214;2;1;25/01/2005 00.00;26/01/2005 00.00;26/01/2005 00.00;09/02/2005 00.00;16/02/2005 00.00
264;(8P) Office of the Assist. Regional Administrator- PBS;8;580071;25;4;23/11/2004 00.00;24/11/2004 00.00;24/11/2004 00.00;10/12/2004 00.00;20/12/2004 00.00
265;(8P) Office of the Assist. Regional Administrator- PBS;8;580071;25;4;23/11/2004 00.00;24/11/2004 00.00;24/11/2004 00.00;10/12/2004 00.00;20/12/2004 00.00
266;(8P) Office of the Assist. Regional Administrator- PBS;8;580071;25;4;23/11/2004 00.00;24/11/2004 00.00;24/11/2004 00.00;10/12/2004 00.00;20/12/2004 00.00
267;(8P) Office of the Assist. Regional Administrator- PBS;8;580071;25;4;23/11/2004 00.00;24/11/2004 00.00;24/11/2004 00.00;10/12/2004 00.00;20/12/2004 00.00
268;*(9FX)Contract Management Division (ABOLISHED);9;590651;7;1;21/01/2005 00.00;21/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;18/02/2005 00.00
269;*(FBP) Property Management Division (ABOLISHED);CO;050007612MP;10;1;02/12/2004 00.00;02/12/2004 00.00;10/12/2004 00.00;31/12/2004 00.00;05/01/2005 00.00
270;*(7T) Office of the Assist. RA - FTS (ABOLISHED);7;570344;21;1;05/01/2005 00.00;06/01/2005 00.00;06/01/2005 00.00;21/01/2005 00.00;18/02/2005 00.00
271;(8P) Office of the Assist. Regional Administrator- PBS;8;580101;38;2;16/11/2004 00.00;17/11/2004 00.00;17/11/2004 00.00;02/12/2004 00.00;20/12/2004 00.00
272;(8P) Office of the Assist. Regional Administrator- PBS;8;580101;38;2;16/11/2004 00.00;17/11/2004 00.00;17/11/2004 00.00;02/12/2004 00.00;20/12/2004 00.00
273;*(4PR-OLD) Property Disposal Division (ABOLISHED);4;540261;28;1;07/01/2005 00.00;07/01/2005 00.00;20/01/2005 00.00;02/02/2005 00.00;07/02/2005 00.00
274;*(6T) Ofc of the Asst. Reg Admin - FTS (ABOLISHED);6;560341;1;1;14/12/2004 00.00;18/01/2005 00.00;02/02/2005 00.00;15/02/2005 00.00;25/02/2005 00.00
275;*(FC) Office of Commercial Acquisition (ABOLISHED);CO;050020412MP;16;1;24/01/2005 00.00;24/01/2005 00.00;07/02/2005 00.00;22/02/2005 00.00;28/02/2005 00.00
276;(7P) Office of the Assist. Regional Administrator- PBS;7;570041;15;1;30/12/2004 00.00;03/01/2005 00.00;03/01/2005 00.00;14/01/2005 00.00;24/01/2005 00.00
277;(7A) Ofc of the Regional Administrator;7;570414;1;1;11/02/2005 00.00;14/02/2005 00.00;14/02/2005 00.00;01/03/2005 00.00;02/03/2005 00.00
278;*(10FT) Management Services Ctr (ABOLISHED);10;590423;8;1;10/01/2005 00.00;10/01/2005 00.00;18/01/2005 00.00;31/01/2005 00.00;17/02/2005 00.00
279;*(10FF) Fleet Management Division (ABOLISHED);10;590613;2;1;21/01/2005 00.00;21/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;17/02/2005 00.00
280;(WPG) Potomac Services Division;N;5990531;6;3;18/01/2005 00.00;26/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;17/02/2005 00.00
281;(WPG) Potomac Services Division;N;5990531;6;3;18/01/2005 00.00;26/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;17/02/2005 00.00
282;(WPG) Potomac Services Division;N;5990531;6;3;18/01/2005 00.00;26/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;17/02/2005 00.00
283;(WPG) Potomac Services Division;N;5990531;6;3;18/01/2005 00.00;26/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;23/02/2005 00.00
284;(WPG) Potomac Services Division;N;5990531;6;3;18/01/2005 00.00;26/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;23/02/2005 00.00
285;(WPG) Potomac Services Division;N;5990531;6;3;18/01/2005 00.00;26/01/2005 00.00;31/01/2005 00.00;11/02/2005 00.00;23/02/2005 00.00
286;(2PMC-C)  Caribbean Service Center;2;520091;2;1;15/10/2004 00.00;19/10/2004 00.00;25/10/2004 00.00;05/11/2004 00.00;08/11/2004 00.00
287;(2PMC-C)  Caribbean Service Center;2;520091;2;1;15/10/2004 00.00;19/10/2004 00.00;25/10/2004 00.00;05/11/2004 00.00;10/11/2004 00.00
288;(5P) Office of the Assist. Regional Administrator- PBS;5;0550201MP;2;1;03/01/2005 00.00;20/01/2005 00.00;26/01/2005 00.00;09/02/2005 00.00;18/02/2005 00.00
289;*(8T) Office of the Assist. RA- FTS (ABOLISHED);8;580214;2;1;25/01/2005 00.00;26/01/2005 00.00;26/01/2005 00.00;09/02/2005 00.00;16/02/2005 00.00
290;*(PL) Office of Applied Science (ABOLISHED);CO;050011309DE;13;1;17/12/2004 00.00;17/12/2004 00.00;20/12/2004 00.00;27/12/2004 00.00;03/01/2005 00.00
291;*(PL) Office of Applied Science (ABOLISHED);CO;050011309DE;13;1;17/12/2004 00.00;17/12/2004 00.00;20/12/2004 00.00;27/12/2004 00.00;03/01/2005 00.00
292;*(1T) Ofc of the Asst. Reg Admin - FTS (ABOLISHED);1;DEU1 0510252;81;3;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;29/12/2004 00.00;10/01/2005 00.00
293;*(1T) Ofc of the Asst. Reg Admin - FTS (ABOLISHED);1;DEU1 0510252;81;3;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;29/12/2004 00.00;10/01/2005 00.00
294;*(1T) Ofc of the Asst. Reg Admin - FTS (ABOLISHED);1;DEU1 0510252;81;3;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;29/12/2004 00.00;03/02/2005 00.00
295;*(1T) Ofc of the Asst. Reg Admin - FTS (ABOLISHED);1;DEU1 0510252;81;3;10/12/2004 00.00;13/12/2004 00.00;15/12/2004 00.00;29/12/2004 00.00;03/02/2005 00.00
296;*(2TS) Business Management Div (ABOLISHED);2;520432;23;0;27/01/2005 00.00;27/01/2005 00.00;31/01/2005 00.00;13/02/2005 00.00;18/02/2005 00.00
297;*(2TS) Business Management Div (ABOLISHED);2;520432;23;0;27/01/2005 00.00;27/01/2005 00.00;31/01/2005 00.00;13/02/2005 00.00;18/02/2005 00.00
298;*(2TS) Business Management Div (ABOLISHED);2;520432;23;0;27/01/2005 00.00;27/01/2005 00.00;31/01/2005 00.00;13/02/2005 00.00;18/02/2005 00.00
299;*(2TS) Business Management Div (ABOLISHED);2;520432;23;0;27/01/2005 00.00;27/01/2005 00.00;31/01/2005 00.00;13/02/2005 00.00;18/02/2005 00.00
300;*(2TS) Business Management Div (ABOLISHED);2;520432;23;0;27/01/2005 00.00;27/01/2005 00.00;31/01/2005 00.00;13/02/2005 00.00;18/02/2005 00.00
