NO;DEPT_DESC;DEPT_SHORT_DESC;VACANCY;APPLICATION_COUNT;HIRE_COUNT;RECEIVED_DATE;APPROVED_DATE;OPEN_DATE;CLOSE_DATE;ISSUE_DATE;REFERRAL_RETURNED;POS_OFFERED;VAC_LOCATION;HIRED_DATE;SERIES
3565;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;12/12/2007;20/12/2007;Washington DC Metro Area, DC;04/04/2008 00.00;1171B
3566;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;12/12/2007;20/12/2007;Washington DC Metro Area, DC;04/04/2008 00.00;1171B
3567;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;12/12/2007;20/12/2007;Washington DC Metro Area, DC;04/04/2008 00.00;1171B
3568;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;12/12/2007;20/12/2007;Washington DC Metro Area, DC;04/04/2008 00.00;1171B
3569;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;20/12/2007;20/12/2007;Washington DC Metro Area, DC;04/04/2008 00.00;1171B
3570;Region 06 - The Heartland Region;6;080602509DE;28;1;21/02/2008 00.00;21/02/2008 00.00;05/03/2008 00.00;18/03/2008 00.00;21/03/2008 13.31;07/04/2008;07/04/2008;Kansas City Metro Area, MO;07/04/2008 00.00;2210AD
3571;(MTT) Travel Management Division;CO;080002326MP;33;2;16/01/2008 00.00;16/01/2008 00.00;29/01/2008 00.00;11/02/2008 00.00;19/02/2008 16.02;07/03/2008;07/03/2008;Washington DC Metro Area, DC;08/04/2008 00.00;0343AJ
3572;Region 06 - The Heartland Region;6;080603209MP;43;3;28/01/2008 00.00;31/01/2008 00.00;04/02/2008 00.00;15/02/2008 00.00;21/02/2008 09.51;19/03/2008;19/03/2008;Kansas City Metro Area, MO;13/04/2008 00.00;2005B
3573;(7CP) Human Resources & Program Support Div;7;0807026TMMP;25;1;22/01/2008 00.00;22/01/2008 00.00;23/01/2008 00.00;06/02/2008 00.00;11/02/2008 16.55;20/03/2008;20/03/2008;Fort Worth, TX;13/04/2008 00.00;0201D
3574;(6PT) Portfolio Management Division;6;080603409MP;5;1;06/02/2008 00.00;06/02/2008 00.00;08/02/2008 00.00;22/02/2008 00.00;25/02/2008 12.36;21/03/2008;21/03/2008;Kansas City Metro Area, MO;13/04/2008 00.00;1101H
3575;(WPG) Potomac Services Division;N;WPG236DE07;91;1;03/08/2007 00.00;17/12/2007 00.00;19/12/2007 00.00;18/01/2008 00.00;07/02/2008 14.21;26/03/2008;28/03/2008;Washington DC Metro Area, DC;13/04/2008 00.00;1176M
3576;(WPG) Potomac Services Division;N;WPG236DE07;91;1;03/08/2007 00.00;17/12/2007 00.00;19/12/2007 00.00;18/01/2008 00.00;07/02/2008 14.21;26/03/2008;28/03/2008;Washington DC Metro Area, DC;13/04/2008 00.00;1176M
3577;(WPG) Potomac Services Division;N;WPG236DE07;91;1;03/08/2007 00.00;17/12/2007 00.00;19/12/2007 00.00;18/01/2008 00.00;07/02/2008 14.21;26/03/2008;28/03/2008;Washington DC Metro Area, DC;13/04/2008 00.00;1176M
3578;(WPG) Potomac Services Division;N;WPG236DE07;91;1;03/08/2007 00.00;17/12/2007 00.00;19/12/2007 00.00;18/01/2008 00.00;07/02/2008 14.21;26/03/2008;28/03/2008;Washington DC Metro Area, DC;13/04/2008 00.00;1176M
3579;(7P) Office of the Assist. Regional Administrator- PBS;7;0807034TMMP;11;1;05/02/2008 00.00;06/02/2008 00.00;07/02/2008 00.00;06/03/2008 00.00;17/03/2008 16.14;31/03/2008;01/04/2008;Fort Worth, TX;13/04/2008 00.00;1101AK
3580;(2Q) Office of the Asst Reg Admin, FAS;2;820351;1;1;17/03/2008 00.00;17/03/2008 00.00;18/03/2008 00.00;31/03/2008 00.00;01/04/2008 10.08;02/04/2008;03/04/2008;New York City, NY;13/04/2008 00.00;0301DD
3581;*(7F) Office of the Assistant RA- FSS (ABOLISHED);7;0807038CFMP;4;1;27/02/2008 00.00;28/02/2008 00.00;04/03/2008 00.00;18/03/2008 00.00;22/03/2008 01.08;04/04/2008;04/04/2008;Fort Worth, TX;13/04/2008 00.00;1104A
3582;(7CP) Human Resources & Program Support Div;7;0807046TMMP;2;1;24/03/2008 00.00;25/03/2008 00.00;25/03/2008 00.00;08/04/2008 00.00;09/04/2008 08.58;09/04/2008;09/04/2008;Fort Worth, TX;13/04/2008 00.00;0201A
3583;(7P) Office of the Assist. Regional Administrator- PBS;7;0707023TMMP;37;2;02/11/2007 00.00;05/11/2007 00.00;06/11/2007 00.00;20/11/2007 00.00;27/11/2007 11.17;06/02/2008;06/02/2008;Dallas, TX;14/04/2008 00.00;1102F
3584;(7P) Office of the Assist. Regional Administrator- PBS;7;0807002TMMP;30;2;20/11/2007 00.00;21/11/2007 00.00;23/11/2007 00.00;07/12/2007 00.00;17/12/2007 15.36;25/02/2008;25/02/2008;Fort Worth, TX;14/04/2008 00.00;0303D
3585;(7P) Office of the Assist. Regional Administrator- PBS;7;0807002TMMP;30;2;20/11/2007 00.00;21/11/2007 00.00;23/11/2007 00.00;07/12/2007 00.00;17/12/2007 15.44;25/02/2008;25/02/2008;Fort Worth, TX;14/04/2008 00.00;0303D
3586;Region 06 - The Heartland Region;6;080603209MP;43;3;28/01/2008 00.00;31/01/2008 00.00;04/02/2008 00.00;15/02/2008 00.00;21/02/2008 09.42;19/03/2008;19/03/2008;Kansas City Metro Area, MO;14/04/2008 00.00;2005B
3587;Region 06 - The Heartland Region;6;080603209MP;43;3;28/01/2008 00.00;31/01/2008 00.00;04/02/2008 00.00;15/02/2008 00.00;21/02/2008 09.44;19/03/2008;19/03/2008;Kansas City Metro Area, MO;14/04/2008 00.00;2005B
3588;Region 06 - The Heartland Region;6;080603209MP;43;3;28/01/2008 00.00;31/01/2008 00.00;04/02/2008 00.00;15/02/2008 00.00;21/02/2008 09.51;19/03/2008;19/03/2008;Kansas City Metro Area, MO;14/04/2008 00.00;2005B
3589;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;080005303MP;12;2;20/02/2008 00.00;20/02/2008 00.00;21/02/2008 00.00;05/03/2008 00.00;11/03/2008 17.09;07/04/2008;07/04/2008;Washington DC Metro Area, DC;15/04/2008 00.00;0301DS
3590;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;080005303MP;12;2;20/02/2008 00.00;20/02/2008 00.00;21/02/2008 00.00;05/03/2008 00.00;11/03/2008 17.09;07/04/2008;07/04/2008;Washington DC Metro Area, DC;15/04/2008 00.00;0301DS
3591;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;080005303MP;12;2;20/02/2008 00.00;20/02/2008 00.00;21/02/2008 00.00;05/03/2008 00.00;11/03/2008 17.11;07/04/2008;07/04/2008;Washington DC Metro Area, DC;15/04/2008 00.00;0301DS
3592;*(PQ)Ofc of Nat'l Customer Service Mgmt (ABOLISH);CO;080005303MP;12;2;20/02/2008 00.00;20/02/2008 00.00;21/02/2008 00.00;05/03/2008 00.00;11/03/2008 17.11;07/04/2008;07/04/2008;Washington DC Metro Area, DC;15/04/2008 00.00;0301DS
3593;(5PM3) Michigan Property Management Center;5;0850162DEU;49;2;14/12/2007 00.00;14/12/2007 00.00;20/12/2007 00.00;09/01/2008 00.00;22/01/2008 15.23;25/03/2008;25/03/2008;Detroit Metro Area, MI;18/04/2008 00.00;1176P
3594;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;12/12/2007;12/12/2007;Washington DC Metro Area, DC;22/04/2008 00.00;1171B
3595;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;12/12/2007;12/12/2007;Washington DC Metro Area, DC;22/04/2008 00.00;1171B
3596;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;12/12/2007;12/12/2007;Washington DC Metro Area, DC;22/04/2008 00.00;1171B
3597;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;12/12/2007;12/12/2007;Washington DC Metro Area, DC;22/04/2008 00.00;1171B
3598;*(PV) Office of Real Property Asset Mgmt (ABOLISH);CO;080000303DE;23;2;02/11/2007 00.00;02/11/2007 00.00;05/11/2007 00.00;19/11/2007 00.00;05/12/2007 16.20;20/12/2007;12/12/2007;Washington DC Metro Area, DC;22/04/2008 00.00;1171B
3599;(D) Office of Emergency Response and Recovery;CO;080004126MP;20;1;04/02/2008 00.00;04/02/2008 00.00;20/02/2008 00.00;04/03/2008 00.00;11/03/2008 14.44;03/04/2008;03/04/2008;Washington DC Metro Area, DC;22/04/2008 00.00;0301AI
3600;(5PM3) Michigan Property Management Center;5;0850162DEU;49;2;14/12/2007 00.00;14/12/2007 00.00;20/12/2007 00.00;09/01/2008 00.00;22/01/2008 15.23;25/03/2008;31/03/2008;Detroit Metro Area, MI;23/04/2008 00.00;1176P
3601;(6PF) Facilities Management Division;6;080603509MP;13;1;04/02/2008 00.00;11/02/2008 00.00;13/02/2008 00.00;27/02/2008 00.00;28/02/2008 14.09;17/03/2008;18/03/2008;St Louis Metro Area, MO;27/04/2008 00.00;560
3602;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;080604208MP;26;4;22/02/2008 00.00;03/03/2008 00.00;10/03/2008 00.00;21/03/2008 00.00;01/04/2008 12.25;03/04/2008;08/04/2008;Kansas City Metro Area, MO;27/04/2008 00.00;0525A
3603;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;080604208MP;26;4;22/02/2008 00.00;03/03/2008 00.00;10/03/2008 00.00;21/03/2008 00.00;01/04/2008 12.25;18/04/2008;08/04/2008;Kansas City Metro Area, MO;27/04/2008 00.00;0525A
3604;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;080604208MP;26;4;22/02/2008 00.00;03/03/2008 00.00;10/03/2008 00.00;21/03/2008 00.00;01/04/2008 12.25;14/05/2008;08/04/2008;Kansas City Metro Area, MO;27/04/2008 00.00;0525A
3605;*(6BC) Pyrll-Acctg & Fin Svcs-Hrtlnd Ctr (ABOLISH);6;080604208MP;26;4;22/02/2008 00.00;03/03/2008 00.00;10/03/2008 00.00;21/03/2008 00.00;01/04/2008 12.25;25/07/2008;08/04/2008;Kansas City Metro Area, MO;27/04/2008 00.00;0525A
3606;(2P) Office of Asst Regional Administrator- PBS;2;820131;20;1;14/01/2008 00.00;14/01/2008 00.00;16/01/2008 00.00;06/02/2008 00.00;08/02/2008 12.49;11/04/2008;11/04/2008;New York City, NY;27/04/2008 00.00;0301FB
3607;(7QMD) Fleet Management Division;7;0807042CFMP;2;1;20/03/2008 00.00;21/03/2008 00.00;24/03/2008 00.00;07/04/2008 00.00;09/04/2008 14.58;18/04/2008;18/04/2008;Denver [Includes Lakewood], CO;27/04/2008 00.00;2150A
3608;(7QMD) Fleet Management Division;7;0807042CFMP;2;1;20/03/2008 00.00;21/03/2008 00.00;24/03/2008 00.00;07/04/2008 00.00;09/04/2008 14.58;18/04/2008;18/04/2008;Fort Worth, TX;27/04/2008 00.00;2150A
3609;(7P) Office of the Assist. Regional Administrator- PBS;7;0807012TMMP;126;1;10/12/2007 00.00;11/12/2007 00.00;12/12/2007 00.00;28/12/2007 00.00;16/01/2008 17.16;12/03/2008;17/03/2008;Fort Worth, TX;28/04/2008 00.00;1105B
3610;(7P) Office of the Assist. Regional Administrator- PBS;7;0807012TMMP;126;1;10/12/2007 00.00;11/12/2007 00.00;12/12/2007 00.00;28/12/2007 00.00;16/01/2008 17.21;12/03/2008;17/03/2008;Fort Worth, TX;28/04/2008 00.00;1105B
3611;(7P) Office of the Assist. Regional Administrator- PBS;7;0807012TMMP;126;1;10/12/2007 00.00;11/12/2007 00.00;12/12/2007 00.00;28/12/2007 00.00;16/01/2008 17.24;12/03/2008;17/03/2008;Fort Worth, TX;28/04/2008 00.00;1105B
3612;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;16/01/2008 14.00;03/03/2008;18/03/2008;Albuquerque [including Kirtland AFB], NM;28/04/2008 00.00;0809A
3613;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;16/01/2008 14.00;03/03/2008;18/03/2008;Dallas, TX;28/04/2008 00.00;0809A
3614;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;16/01/2008 14.00;03/03/2008;18/03/2008;Little Rock, AR;28/04/2008 00.00;0809A
3615;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;16/01/2008 14.00;03/03/2008;18/03/2008;McAllen & Pharr & Edinburg Area, TX;28/04/2008 00.00;0809A
3616;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.02;03/03/2008;18/03/2008;Albuquerque [including Kirtland AFB], NM;28/04/2008 00.00;0809A
3617;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.02;03/03/2008;18/03/2008;Dallas, TX;28/04/2008 00.00;0809A
3618;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.02;03/03/2008;18/03/2008;Little Rock, AR;28/04/2008 00.00;0809A
3619;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.02;03/03/2008;18/03/2008;McAllen & Pharr & Edinburg Area, TX;28/04/2008 00.00;0809A
3620;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.15;03/03/2008;18/03/2008;Albuquerque [including Kirtland AFB], NM;28/04/2008 00.00;0809A
3621;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.15;03/03/2008;18/03/2008;Dallas, TX;28/04/2008 00.00;0809A
3622;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.15;03/03/2008;18/03/2008;Little Rock, AR;28/04/2008 00.00;0809A
3623;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.15;03/03/2008;18/03/2008;McAllen & Pharr & Edinburg Area, TX;28/04/2008 00.00;0809A
3624;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.54;03/03/2008;18/03/2008;Albuquerque [including Kirtland AFB], NM;28/04/2008 00.00;0809A
3625;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.54;03/03/2008;18/03/2008;Dallas, TX;28/04/2008 00.00;0809A
3626;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.54;03/03/2008;18/03/2008;Little Rock, AR;28/04/2008 00.00;0809A
3627;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;02/02/2008 23.54;03/03/2008;18/03/2008;McAllen & Pharr & Edinburg Area, TX;28/04/2008 00.00;0809A
3628;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;03/02/2008 00.07;03/03/2008;18/03/2008;Albuquerque [including Kirtland AFB], NM;28/04/2008 00.00;0809A
3629;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;03/02/2008 00.07;03/03/2008;18/03/2008;Dallas, TX;28/04/2008 00.00;0809A
3630;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;03/02/2008 00.07;03/03/2008;18/03/2008;Little Rock, AR;28/04/2008 00.00;0809A
3631;(7P) Office of the Assist. Regional Administrator- PBS;7;0807004ACDE;79;1;21/11/2007 00.00;23/11/2007 00.00;26/11/2007 00.00;10/12/2007 00.00;03/02/2008 00.07;03/03/2008;18/03/2008;McAllen & Pharr & Edinburg Area, TX;28/04/2008 00.00;0809A
3632;(7P) Office of the Assist. Regional Administrator- PBS;7;0807019TMMP;23;2;17/12/2007 00.00;17/12/2007 00.00;18/12/2007 00.00;04/01/2008 00.00;05/02/2008 15.16;13/03/2008;24/03/2008;Dallas, TX;28/04/2008 00.00;1170A
3633;(7P) Office of the Assist. Regional Administrator- PBS;7;0807019TMMP;23;2;17/12/2007 00.00;17/12/2007 00.00;18/12/2007 00.00;04/01/2008 00.00;05/02/2008 15.16;13/03/2008;24/03/2008;Fort Worth, TX;28/04/2008 00.00;1170A
3634;(7P) Office of the Assist. Regional Administrator- PBS;7;0807019TMMP;23;2;17/12/2007 00.00;17/12/2007 00.00;18/12/2007 00.00;04/01/2008 00.00;05/02/2008 15.20;13/03/2008;24/03/2008;Dallas, TX;28/04/2008 00.00;1170A
3635;(7P) Office of the Assist. Regional Administrator- PBS;7;0807019TMMP;23;2;17/12/2007 00.00;17/12/2007 00.00;18/12/2007 00.00;04/01/2008 00.00;05/02/2008 15.20;13/03/2008;24/03/2008;Fort Worth, TX;28/04/2008 00.00;1170A
3636;Region 03 - Mid-Atlantic Region;3;0830040DLMP;4;2;05/03/2008 00.00;05/03/2008 00.00;17/03/2008 00.00;28/03/2008 00.00;07/04/2008 15.21;28/04/2008;28/04/2008;Philadelphia Metro Area, PA;28/04/2008 00.00;0501B
3637;Region 03 - Mid-Atlantic Region;3;0830040DLMP;4;2;05/03/2008 00.00;05/03/2008 00.00;17/03/2008 00.00;28/03/2008 00.00;07/04/2008 15.21;28/04/2008;28/04/2008;Philadelphia Metro Area, PA;28/04/2008 00.00;0501B
3638;(PMA) Office of Energy and Environment;CO;080005603MP;15;1;27/02/2008 00.00;27/02/2008 00.00;28/02/2008 00.00;12/03/2008 00.00;25/03/2008 16.38;29/04/2008;29/04/2008;Washington DC Metro Area, DC;29/04/2008 00.00;0800C
3639;(WPY) Service Delivery Support Division;N;WPY022MP08;12;1;19/11/2007 00.00;30/11/2007 00.00;04/12/2007 00.00;17/12/2007 00.00;14/01/2008 14.49;13/02/2008;20/02/2008;Washington DC Metro Area, DC;30/04/2008 00.00;0018B
3640;(WPY) Service Delivery Support Division;N;WPY022MP08;12;1;19/11/2007 00.00;30/11/2007 00.00;04/12/2007 00.00;17/12/2007 00.00;17/01/2008 15.08;13/02/2008;20/02/2008;Washington DC Metro Area, DC;30/04/2008 00.00;0018B
3641;(3PK) Allegheny Service Center;3;0830033LCMP;17;1;26/02/2008 00.00;27/02/2008 00.00;03/03/2008 00.00;14/03/2008 00.00;18/03/2008 11.08;29/04/2008;30/04/2008;Charleston, WV;30/04/2008 00.00;1176C
3642;(7P) Office of the Assist. Regional Administrator- PBS;7;0807014TMMP;148;1;12/12/2007 00.00;13/12/2007 00.00;14/12/2007 00.00;30/12/2007 00.00;08/02/2008 10.42;25/03/2008;25/03/2008;Austin, TX;11/05/2008 00.00;1102F
3643;(7P) Office of the Assist. Regional Administrator- PBS;7;0807014TMMP;148;1;12/12/2007 00.00;13/12/2007 00.00;14/12/2007 00.00;30/12/2007 00.00;08/02/2008 10.42;25/03/2008;25/03/2008;Fort Worth, TX;11/05/2008 00.00;1102F
3644;(7P) Office of the Assist. Regional Administrator- PBS;7;0807014TMMP;148;1;12/12/2007 00.00;13/12/2007 00.00;14/12/2007 00.00;30/12/2007 00.00;08/02/2008 10.42;25/03/2008;25/03/2008;Houston, TX;11/05/2008 00.00;1102F
3645;(7P) Office of the Assist. Regional Administrator- PBS;7;0807014TMMP;148;1;12/12/2007 00.00;13/12/2007 00.00;14/12/2007 00.00;30/12/2007 00.00;08/02/2008 10.42;25/03/2008;25/03/2008;San Antonio, TX;11/05/2008 00.00;1102F
3646;(2AR) Program Support & Human Resources Div;2;820231;120;1;19/02/2008 00.00;19/02/2008 00.00;25/02/2008 00.00;07/03/2008 00.00;12/03/2008 15.20;11/04/2008;14/04/2008;New York City, NY;11/05/2008 00.00;0201S
3647;(2AR) Program Support & Human Resources Div;2;820231;120;1;19/02/2008 00.00;19/02/2008 00.00;25/02/2008 00.00;07/03/2008 00.00;13/03/2008 10.48;11/04/2008;14/04/2008;New York City, NY;11/05/2008 00.00;0201S
3648;(7P) Office of the Assist. Regional Administrator- PBS;7;770711;58;1;24/07/2007 00.00;25/07/2007 00.00;26/07/2007 00.00;24/08/2007 00.00;11/10/2007 09.27;14/04/2008;14/04/2008;Fort Worth, TX;11/05/2008 00.00;0301AD
3649;(7P) Office of the Assist. Regional Administrator- PBS;7;770711;58;1;24/07/2007 00.00;25/07/2007 00.00;26/07/2007 00.00;24/08/2007 00.00;11/10/2007 09.51;14/04/2008;14/04/2008;Fort Worth, TX;11/05/2008 00.00;0301AD
3650;(7P) Office of the Assist. Regional Administrator- PBS;7;0807035TMMP;5;1;15/01/2008 00.00;15/01/2008 00.00;13/03/2008 00.00;11/04/2008 00.00;16/04/2008 11.11;01/05/2008;01/05/2008;Fort Worth, TX;11/05/2008 00.00;1101AT
3651;(7P) Office of the Assist. Regional Administrator- PBS;7;0807044TMMP;70;1;29/01/2008 00.00;29/01/2008 00.00;13/03/2008 00.00;27/03/2008 00.00;08/04/2008 10.20;06/05/2008;06/05/2008;Fort Worth, TX;11/05/2008 00.00;343
3652;(7P) Office of the Assist. Regional Administrator- PBS;7;0807044TMMP;70;1;29/01/2008 00.00;29/01/2008 00.00;13/03/2008 00.00;27/03/2008 00.00;08/04/2008 10.32;06/05/2008;06/05/2008;Fort Worth, TX;11/05/2008 00.00;343
3653;(8P) Office of the Assist. Regional Administrator- PBS;8;0808003MTMP;8;1;05/02/2008 00.00;05/02/2008 00.00;03/03/2008 00.00;17/03/2008 00.00;21/03/2008 14.10;07/05/2008;07/05/2008;Denver [Includes Lakewood], CO;11/05/2008 00.00;560
3654;*(7BC)Acctg & Financial Svcs-Grtr SW Ctr( ABOLISH);7;0807051TMMP;18;1;01/04/2008 00.00;02/04/2008 00.00;03/04/2008 00.00;17/04/2008 00.00;22/04/2008 12.54;07/05/2008;07/05/2008;Fort Worth, TX;11/05/2008 00.00;0510A
3655;(BCFE) Financial Operations Branch;7;0807053TMMP;10;1;07/04/2008 00.00;07/04/2008 00.00;08/04/2008 00.00;22/04/2008 00.00;24/04/2008 09.50;07/05/2008;07/05/2008;Fort Worth, TX;11/05/2008 00.00;0510A
3656;(WPO) Heating- Operation & Transmission Div;N;WPO069DE08;13;2;31/01/2008 00.00;13/02/2008 00.00;15/02/2008 00.00;29/02/2008 00.00;05/03/2008 13.07;04/04/2008;04/04/2008;Washington DC Metro Area, DC;12/05/2008 00.00;0802B
3657;(WPO) Heating- Operation & Transmission Div;N;WPO069DE08;13;2;31/01/2008 00.00;13/02/2008 00.00;15/02/2008 00.00;29/02/2008 00.00;05/03/2008 13.07;04/04/2008;04/04/2008;Washington DC Metro Area, DC;12/05/2008 00.00;0802B
3658;(WPO) Heating- Operation & Transmission Div;N;WPO069DE08;13;2;31/01/2008 00.00;13/02/2008 00.00;15/02/2008 00.00;29/02/2008 00.00;05/03/2008 13.07;04/04/2008;04/04/2008;Washington DC Metro Area, DC;12/05/2008 00.00;0802B
3659;(WPO) Heating- Operation & Transmission Div;N;WPO069DE08;13;2;31/01/2008 00.00;13/02/2008 00.00;15/02/2008 00.00;29/02/2008 00.00;05/03/2008 13.07;04/04/2008;04/04/2008;Washington DC Metro Area, DC;12/05/2008 00.00;0802B
3660;(2AR) Program Support & Human Resources Div;2;820401;19;1;16/04/2008 00.00;16/04/2008 00.00;24/04/2008 00.00;30/04/2008 00.00;01/05/2008 14.43;09/05/2008;09/05/2008;New York City, NY;13/05/2008 00.00;0201S
3661;(WPJ) DC Services Division;N;WPJ230DE07;53;2;25/07/2007 00.00;07/08/2007 00.00;17/08/2007 00.00;31/08/2007 00.00;04/12/2007 12.46;21/02/2008;21/02/2008;Washington DC Metro Area, DC;15/05/2008 00.00;1176M
3662;(WPJ) DC Services Division;N;WPJ230DE07;53;2;25/07/2007 00.00;07/08/2007 00.00;17/08/2007 00.00;31/08/2007 00.00;24/01/2008 12.06;21/02/2008;21/02/2008;Washington DC Metro Area, DC;15/05/2008 00.00;1176M
